Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   20002/40008       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [60]
                0.00    0.00   20002/20002       std::vector<int, std::allocator<int> >::end() const [91]
                0.00    0.00   20002/20002       std::vector<int, std::allocator<int> >::begin() const [92]
-----------------------------------------------
                0.00    0.02   20002/20002       std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [16]
[15]     0.3    0.00    0.02   20002         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [15]
                0.00    0.02   20002/20002       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [14]
                0.00    0.00   20002/20002       std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [95]
                0.00    0.00   20002/40004       operator new(unsigned long, void*) [66]
-----------------------------------------------
                0.00    0.02       2/2           std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [19]
[16]     0.3    0.00    0.02       2         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [16]
                0.00    0.02   20002/20002       void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [15]
                0.00    0.00   20002/40004       std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [63]
-----------------------------------------------
                0.00    0.02       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [18]
[17]     0.3    0.00    0.02       2         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [17]
                0.00    0.02       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [20]
                0.00    0.00       2/4           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [171]
-----------------------------------------------
                0.00    0.01       1/2           kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
                0.00    0.01       1/2           main [1]
[18]     0.3    0.00    0.02       2         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [18]
                0.00    0.02       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [17]
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [216]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [207]
-----------------------------------------------
                0.00    0.02       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [20]
[19]     0.3    0.00    0.02       2         std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [19]
                0.00    0.02       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [16]
-----------------------------------------------
                0.00    0.02       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [17]
[20]     0.3    0.00    0.02       2         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&) [20]
                0.00    0.02       2/2           std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [19]
-----------------------------------------------
                0.00    0.02   20002/20002       int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [23]
[21]     0.3    0.00    0.02   20002         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [21]
                0.00    0.02   20002/20002       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [25]
-----------------------------------------------
                0.01    0.01   20002/20002       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [25]
[22]     0.3    0.01    0.01   20002         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
                0.00    0.01   20002/20002       int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [33]
                0.00    0.00   40004/40004       int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [65]
                0.00    0.00   20002/20004       int* std::__niter_base<int*>(int*) [85]
                0.00    0.00   20002/20004       int* std::__niter_wrap<int*>(int* const&, int*) [86]
-----------------------------------------------
                0.00    0.02   20002/20002       int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [24]
[23]     0.3    0.00    0.02   20002         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [23]
                0.00    0.02   20002/20002       int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [21]
-----------------------------------------------
                0.00    0.02   20002/20002       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [14]
[24]     0.3    0.00    0.02   20002         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [24]
                0.00    0.02   20002/20002       int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [23]
-----------------------------------------------
                0.00    0.02   20002/20002       int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [21]
[25]     0.3    0.00    0.02   20002         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [25]
                0.01    0.01   20002/20002       int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
                0.00    0.00   40004/40004       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [64]
-----------------------------------------------
                0.01    0.00       1/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [40]
                0.01    0.00       2/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [29]
[26]     0.2    0.02    0.00       3         std::_Bit_iterator::_Bit_iterator() [26]
                0.00    0.00       3/200080010     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [12]
-----------------------------------------------
                0.00    0.01       1/1           kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
[27]     0.2    0.00    0.01       1         std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [27]
                0.00    0.01       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [30]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [47]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [258]
-----------------------------------------------
                0.00    0.01       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [30]
[28]     0.2    0.00    0.01       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [28]
                0.00    0.01       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [29]
                0.00    0.00       1/1           std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [241]
-----------------------------------------------
                0.00    0.01       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [28]
[29]     0.2    0.00    0.01       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [29]
                0.01    0.00       2/3           std::_Bit_iterator::_Bit_iterator() [26]
-----------------------------------------------
                0.00    0.01       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [27]
[30]     0.2    0.00    0.01       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [30]
                0.00    0.01       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [28]
                0.00    0.00       1/1           std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&) [240]
                0.00    0.00       1/2           std::allocator<unsigned long>::~allocator() [199]
-----------------------------------------------
                0.01    0.00   20002/20002       int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [33]
[31]     0.2    0.01    0.00   20002         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [31]
-----------------------------------------------
                0.01    0.00   10001/20002       DFS(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&) [5]
                0.01    0.00   10001/20002       DFS_List(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [3]
[32]     0.2    0.01    0.00   20002         std::_Bit_reference::operator=(bool) [32]
-----------------------------------------------
                0.00    0.01   20002/20002       int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
[33]     0.2    0.00    0.01   20002         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [33]
                0.01    0.00   20002/20002       int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [31]
-----------------------------------------------
                0.00    0.00       1/10003       std::deque<int, std::allocator<int> >::begin() [46]
                0.01    0.00   10002/10003       std::deque<int, std::allocator<int> >::end() [36]
[34]     0.2    0.01    0.00   10003         std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [34]
-----------------------------------------------
                0.01    0.00       3/3           kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
[35]     0.2    0.01    0.00       3         std::__cxx11::list<int, std::allocator<int> >::~list() [35]
                0.00    0.00       3/3           std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [187]
-----------------------------------------------
                0.00    0.00       1/10002       std::deque<int, std::allocator<int> >::~deque() [44]
                0.00    0.01   10001/10002       std::deque<int, std::allocator<int> >::back() [37]
[36]     0.2    0.00    0.01   10002         std::deque<int, std::allocator<int> >::end() [36]
                0.01    0.00   10002/10003       std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [34]
-----------------------------------------------
                0.00    0.01   10001/10001       std::stack<int, std::deque<int, std::allocator<int> > >::top() [38]
[37]     0.2    0.00    0.01   10001         std::deque<int, std::allocator<int> >::back() [37]
                0.00    0.01   10001/10002       std::deque<int, std::allocator<int> >::end() [36]
                0.00    0.00   10001/10001       std::_Deque_iterator<int, int&, int*>::operator--() [113]
                0.00    0.00   10001/10001       std::_Deque_iterator<int, int&, int*>::operator*() const [111]
-----------------------------------------------
                0.00    0.01   10001/10001       kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
[38]     0.2    0.00    0.01   10001         std::stack<int, std::deque<int, std::allocator<int> > >::top() [38]
                0.00    0.01   10001/10001       std::deque<int, std::allocator<int> >::back() [37]
-----------------------------------------------
                0.00    0.01       1/1           std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [41]
[39]     0.1    0.00    0.01       1         std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [39]
                0.00    0.01       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [40]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [197]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [252]
-----------------------------------------------
                0.00    0.01       1/1           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [39]
[40]     0.1    0.00    0.01       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [40]
                0.01    0.00       1/3           std::_Bit_iterator::_Bit_iterator() [26]
-----------------------------------------------
                0.00    0.01       1/1           std::vector<bool, std::allocator<bool> >::~vector() [42]
[41]     0.1    0.00    0.01       1         std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [41]
                0.00    0.01       1/1           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [39]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [251]
-----------------------------------------------
                0.00    0.01       1/1           kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
[42]     0.1    0.00    0.01       1         std::vector<bool, std::allocator<bool> >::~vector() [42]
                0.00    0.01       1/1           std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [41]
-----------------------------------------------
                                                 <spontaneous>
[43]     0.1    0.01    0.00                 operator delete(void*, void*) [43]
-----------------------------------------------
                0.00    0.00       1/1           std::stack<int, std::deque<int, std::allocator<int> > >::~stack() [45]
[44]     0.0    0.00    0.00       1         std::deque<int, std::allocator<int> >::~deque() [44]
                0.00    0.00       1/10002       std::deque<int, std::allocator<int> >::end() [36]
                0.00    0.00       1/1           std::deque<int, std::allocator<int> >::begin() [46]
                0.00    0.00       1/79          std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [142]
                0.00    0.00       1/1           std::deque<int, std::allocator<int> >::_M_destroy_data(std::_Deque_iterator<int, int&, int*>, std::_Deque_iterator<int, int&, int*>, std::allocator<int> const&) [255]
                0.00    0.00       1/1           std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [248]
-----------------------------------------------
                0.00    0.00       1/1           kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
[45]     0.0    0.00    0.00       1         std::stack<int, std::deque<int, std::allocator<int> > >::~stack() [45]
                0.00    0.00       1/1           std::deque<int, std::allocator<int> >::~deque() [44]
-----------------------------------------------
                0.00    0.00       1/1           std::deque<int, std::allocator<int> >::~deque() [44]
[46]     0.0    0.00    0.00       1         std::deque<int, std::allocator<int> >::begin() [46]
                0.00    0.00       1/10003       std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [34]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [27]
[47]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [47]
                0.00    0.00       1/200080007     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [7]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [250]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [209]
                0.00    0.00       1/3           unsigned long* std::__addressof<unsigned long>(unsigned long&) [192]
                0.00    0.00       1/1           std::_Bit_iterator::operator+(long) const [237]
-----------------------------------------------
                0.00    0.00       1/1           kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
[48]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::begin() [48]
                0.00    0.00       1/200080007     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [7]
-----------------------------------------------
                0.00    0.00      78/60084       void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [147]
                0.00    0.00   10001/60084       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [131]
                0.00    0.00   10001/60084       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [122]
                0.00    0.00   10001/60084       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [130]
                0.00    0.00   10001/60084       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [108]
                0.00    0.00   10001/60084       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [120]
                0.00    0.00   10001/60084       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [106]
[55]     0.0    0.00    0.00   60084         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [55]
-----------------------------------------------
                0.00    0.00   40011/40011       std::allocator<int>::~allocator() [57]
[56]     0.0    0.00    0.00   40011         __gnu_cxx::new_allocator<int>::~new_allocator() [56]
-----------------------------------------------
                0.00    0.00       1/40011       kosaraju_by_matrix(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, int) [2]
                0.00    0.00       1/40011       main [1]
                0.00    0.00       1/40011       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [243]
                0.00    0.00       2/40011       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [219]
                0.00    0.00   20002/40011       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [14]
                0.00    0.00   20004/40011       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [78]
[57]     0.0    0.00    0.00   40011         std::allocator<int>::~allocator() [57]
                0.00    0.00   40011/40011       __gnu_cxx::new_allocator<int>::~new_allocator() [56]
-----------------------------------------------
                0.00    0.00   40008/40008       std::allocator<int>::allocator(std::allocator<int> const&) [59]
[58]     0.0    0.00    0.00   40008         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [58]
-----------------------------------------------
                0.00    0.00       2/40008       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [219]
                0.00    0.00   20002/40008       std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [93]
                0.00    0.00   20004/40008       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [77]
[59]     0.0    0.00    0.00   40008         std::allocator<int>::allocator(std::allocator<int> const&) [59]
                0.00    0.00   40008/40008       __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [58]
-----------------------------------------------
                0.00    0.00       2/40008       std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [220]
                0.00    0.00   20002/40008       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [14]
                0.00    0.00   20004/40008       std::vector<int, std::allocator<int> >::~vector() [84]
[60]     0.0    0.00    0.00   40008         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [60]
-----------------------------------------------
                0.00    0.00   20002/40004       std::vector<int, std::allocator<int> >::begin() const [92]
                0.00    0.00   20002/40004       std::vector<int, std::allocator<int> >::end() const [91]
[61]     0.0    0.00    0.00   40004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [61]
-----------------------------------------------
                0.00    0.00   40004/40004       int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [65]
[62]     0.0    0.00    0.00   40004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [62]
-----------------------------------------------
                0.00    0.00   20002/40004       void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [200]
                0.00    0.00   20002/40004       std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [16]
[63]     0.0    0.00    0.00   40004         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [63]
-----------------------------------------------
                0.00    0.00   40004/40004       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [25]
[64]     0.0    0.00    0.00   40004         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [64]
-----------------------------------------------
                0.00    0.00   40004/40004       int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [22]
[65]     0.0    0.00    0.00   40004         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [65]
                0.00    0.00   40004/40004       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [62]
-----------------------------------------------
                0.00    0.00   10001/40004       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [108]
                0.00    0.00   10001/40004       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [106]
                0.00    0.00   20002/40004       void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [15]
[66]     0.0    0.00    0.00   40004         operator new(unsigned long, void*) [66]
-----------------------------------------------
                0.00    0.00   30003/30003       std::_List_node<int>::_M_valptr() [69]
[67]     0.0    0.00    0.00   30003         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [67]
